"","racepctblack","racePctAsian","racePctHisp","agePct12t21","agePct65up","pctUrban","pctWFarmSelf","pctWInvInc","pctWRetire","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","MalePctNevMarr","TotalPctDiv","PctTeen2Par","PctWorkMomYoungKids","NumImmig","PctImmigRecent","PctRecentImmig","PctLargHouseFam","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","PctBornSameState","PctSameHouse85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn","ViolentCrimesPerPop"
"1",-0.580271029544245,0.805864311689095,-0.43776311226026,-0.439569227506423,-0.141294459647393,0.682950744945497,0.932914156606837,2.10672072437687,0.505093061715875,2.16909620294523,0.230434308392123,-0.425592034462959,1.31158425590938,-0.53448568492791,2.03856221450335,-1.16207187580879,2.01567735616687,-1.22406558712321,0.345309969390253,-0.388829662899955,0.643596003963226,-1.28995661355092,-0.526541954527771,-2.14665207791857,1.9987174972125,-2.00051067822034,-0.0909668999356071,-0.513842954819191,-0.135069422486909,-0.170339348925537,0.870202996773465,1.14827430579236,1.8532863858402,-2.48973083690641,0.722399738194922,-0.271279920914194,1.09104387903734,0.0933999834049134,0.163737773833821,-0.332396809803813,-1.08259919709182,-0.365486242744398,-0.860963187444381,-0.0356147833368605,0.669252182350148,-0.395992885903817,1.30988974285604,0.186740427939259,-0.188416433701616,-0.323487178424505,1.32755097323455,-0.348165311017312,-0.894639060378322
"2",-0.620607731208404,0.147654679524692,-0.505443068225131,-0.768615811245431,1.07668533284672,0.682950744945497,0.307252637666157,1.62965182141173,1.48041072626578,0.578337120909044,0.722669053165185,-0.798814380472351,0.591761597871023,-0.517551759911473,0.214747405785064,-0.816788611609607,0.553554515826724,-1.32314108942372,0.0262926811178752,-0.683599383397687,0.712964773559941,-1.14953687979025,-0.326855848815339,-1.82863898934958,1.08647237514998,-1.16881440440484,-0.079769719082082,-0.868156054816657,-0.43772391325216,-0.312825474870345,0.313076051744839,-1.07283293554164,1.68006484137448,-1.59096669324515,0.722399738194922,-0.243597678793802,0.856610617936849,-0.810724283540147,-1.20719238728021,-0.422151143186986,-1.00742440069906,-0.687302084918882,0.437784567001264,-0.17018573940004,-0.364136695399384,0.977062971901613,1.87155245536747,1.12466224910095,-0.152877814639344,-0.206655526626998,0.15840494026743,-0.348165311017312,-0.753547249284167
"3",-0.624853699804631,0.145503667654874,-0.406880025557843,-0.689734780897039,-0.359906217274542,0.682950744945497,0.364130957569855,0.973192477101736,-0.332455515689084,0.0891652382832987,0.560688344779428,0.609716974615669,0.126084380930315,-0.429244476862795,-0.441008163626927,-1.23528638994527,0.57274038141894,-0.743365927813345,0.991966634807235,-0.228494668486963,-0.457256209202025,-0.775084256428449,-0.600959136780851,0.5581329280156,0.0386100638182648,0.719565889030339,-0.0876408322170638,0.273180109255643,-0.201653410455264,-0.638508048458477,-0.145734373572854,-0.82043438539005,-0.0913571256927666,0.119122020292141,0.722399738194922,-0.195782896949488,0.574137754151833,-0.544123538158911,-1.97883226408879,1.19342685771013,-0.706725215128021,-0.733275776658094,-0.758430469988146,0.166241650757908,-0.984170022049104,-0.920037658925505,-1.38477634777149,-0.658464193136245,-0.152877814639344,-0.00295433091667381,0.265425216169429,-0.348165311017312,-0.60513509809511
"4",-0.556918202264996,-0.484742810201891,-0.515299372491859,-0.421539277712505,1.15788398567966,-1.56463231073604,-0.929850820239278,-0.341292940263624,0.4919721962735,-0.892029917475724,-0.161877976619865,-0.476702308571494,-1.10182428591268,-0.868648471918929,-1.13060807340417,0.987361637975662,-0.971721798754467,1.4032699553643,-0.863014199703194,1.65482484281026,0.43398167844272,2.02862976099303,-0.307011266881185,0.67864315105227,-0.770214755636102,-0.100754599884943,-0.107301201087406,0.0125359897172761,-0.528520260481735,-0.394246118267378,-0.735633491838459,-0.467076415177822,-0.519064642892101,-0.00988718693196353,0.722399738194922,-0.176122213625346,-0.288653510062263,-0.0746743995528223,1.61905487235602,-2.12748347746728,0.614896205325345,0.990737663562359,0.813737864340792,-0.203828478415835,1.01371514159999,1.65275869041226,0.503086615686629,1.14078697955072,-0.199684776331118,0.146787645330835,0.0513846643654311,-0.348165311017312,-0.46158143543229
"6",-0.499597626215929,-0.398702335409158,-0.498872198713978,0.827034745516332,0.260534771038699,0.682950744945497,0.150837257930987,-0.168952778272934,-0.435235628321024,-0.714610063673641,-0.444177911797186,-0.129687016377959,-0.363050839239477,-0.27395411263799,-0.492719566926117,0.0247263595145839,-0.184301898407259,-0.115887746576803,-0.335835051515635,-0.430763430669507,0.343500674620918,0.150125767128,0.334216786866191,0.72216073159329,0.000559197764319798,0.325205345822992,-0.0767919307057946,0.773087385401494,-0.504307901220515,-0.610519702290747,-1.19444391715615,-0.568035835238458,-0.54543993978606,0.529801329955538,-1.20786783534867,0.523798112714112,-0.169515295404637,-0.205076938054514,-0.642944136305266,0.295883523878399,0.403921776739211,-0.296525705135579,0.0276536971763227,-1.31403886593706,-0.915277430199135,0.226420067975574,-0.85035145911096,-0.280876755104104,0.365465946317708,-0.272133359647314,-0.421119949994337,-0.348165311017312,-0.239346344488861
"7",-0.563994816592041,-0.276094658829515,-0.489015894447249,-0.732555911657595,0.502048712798216,0.682950744945497,-0.71655712060041,0.344150885835714,0.251422996496619,0.274980853024231,0.636416767052206,0.601633206771972,-0.169855231859325,1.56494470766544,1.99664333608142,-0.801422602469853,0.323324128720129,-0.435131031767324,0.452470216802211,-0.466530467884713,0.394773243453273,-0.820330615084666,0.672814966117705,-1.08549261395677,0.175202916319606,0.603280087828172,-0.0672839046622103,-0.239963001085516,-0.0624323447032487,-0.101640681059291,0.509709091166707,-0.744714820344573,-0.0599919077648156,0.111238124295112,0.722399738194922,-0.192322616684439,0.464607460031112,-0.402129662901514,-0.0543810050601691,-0.601659809953333,-0.91527465028213,-0.365486242744398,-0.655897752531911,-0.136543000384245,-0.364136695399384,0.984674795420364,1.13707044669868,0.776636816893386,-0.15027742787869,-0.050057232785739,1.32553172274583,-0.348165311017312,-0.592026961265932
"8",0.327658588615668,-0.506252928900074,-0.519898981149666,0.200493990177674,0.539525014105727,0.682950744945497,-0.318408881274523,-0.592752903895496,1.42355364268215,-0.62431603093508,-0.179670901050718,-0.366332800834569,-0.562904831815659,-0.244351102979626,-0.822057640429599,0.534516309798197,-0.876591881859728,0.790469626320425,-0.635144708080067,1.13435278402347,-0.454240175741299,1.2734836372134,-0.283445825834376,1.35818690873128,-1.22584948505129,0.340373059023275,-0.104201514941329,-0.0597520278109426,-0.631422787341921,-0.414601279116636,-1.03058305097126,-0.290397430071708,-0.0122312350108899,0.752700571326073,-1.20786783534867,0.0412463012063689,-0.0907303470020141,1.04099176318387,1.51249848528978,-0.781168476719679,0.959245272672827,0.117237520517329,-0.00652387530908832,-2.05417912428455,-0.570814470949291,0.773885836439573,0.329328084224065,0.505203854322239,0.0950257232096812,-0.436822108249199,-0.475639713189695,-0.348165311017312,-0.244596120681641
"9",-0.652452495680108,-0.323416919965518,-0.513328111638514,0.500241905501564,-0.713849062956592,0.682950744945497,2.89521619328442,0.297932387847302,-1.26185015119067,-0.445628892462982,-0.284692552569414,-0.45043006307948,-0.64393225781656,-0.507265968420007,-0.996089705353452,-1.03823991980018,0.581533903148706,-0.680985055994507,0.833073854161921,-1.34590624493443,1.05528457135242,-0.372547686314513,1.27063299688412,-0.750741994410466,0.524490353430177,1.76108219544974,-0.0875363484143871,1.01235054200898,-0.41351155399094,-0.735195062492454,0.11644301232297,-1.19903221061744,-0.573240928404017,0.969149352335404,-1.20786783534867,-0.0356662919576749,0.456921123601586,-0.680321745038456,-0.686567892084064,0.744655190794265,-0.437550944173299,-0.572367855570852,-0.382477172648618,-0.17018573940004,-0.157458919849477,-0.0973751940143629,-0.997811402027838,-0.854648413608459,0.0230816894982509,-0.133772870605431,-0.332272928490791,-0.348165311017312,-0.773519223930612
"10",0.960307909453519,-0.394400311669522,0.513041706003509,1.23045487215525,0.231386536688413,0.682950744945497,-0.0482368617319565,-0.965634345293536,-0.45710373739165,-0.69924423704971,-0.625036479030312,-0.0613009480873295,-0.873492892036562,-0.257898242992776,-0.685134090830081,0.801161762517463,-0.475287526555872,0.863858887283763,-1.27810619255181,-0.255628282926084,0.679788405491947,0.416923261273283,0.975444840613566,0.698728188225049,-1.3302454508916,0.0521865082179056,-0.0297393915670314,0.183583693164329,-0.262184308608314,0.310551326138189,-0.86672218478637,0.138680105185998,-1.32885754212284,1.01501929268175,-1.20786783534867,0.60039613494497,-0.984266956934207,0.823654199014385,0.168743778595323,-0.24264247642064,1.76434309210497,-0.250552013396367,1.1213360167095,-0.607541346605373,-0.0196737361495403,0.884550039904488,-0.846594517890148,0.587171234108576,0.435676388855369,-0.504014020667952,-0.463524210257393,1.90454213744475,1.55615863170576
"11",0.216555743681057,-0.426665489716796,-0.272834287530332,0.295151226595744,0.468736444969317,0.682950744945497,0.918694576630912,-0.465847875520533,-0.19249961763708,-0.394303863327379,-0.43180965944891,-0.203875143846725,-0.531661639741986,-0.515419339724218,-1.10466647241355,0.190136928489586,-0.298617680894214,0.423523321503734,-0.491032651215711,0.928383983508319,0.458109946128533,0.309268132056766,-0.375227017279841,0.886188535170981,-0.427756961150599,0.890202662533519,-0.0968702347868435,0.424883131955707,-0.37719301509911,-0.462944786133625,-0.768405665075436,-0.189438010011071,-0.406434996696277,0.452395805621076,-1.20786783534867,0.00286864735764356,-1.03038497551135,-0.00802421320751332,0.509867245914777,0.206129190495226,0.830720620775527,-0.319512551005186,-0.860963187444381,-1.38132434396865,-0.0885663279995089,0.307222502251544,-0.60051486792695,0.122241506140174,0.0906917452752577,-0.676518971326712,-0.616987247399882,-0.348165311017312,0.21563969343633
"12",0.832928851566704,3.10959802426451,1.19838339601672,-0.17362746804613,-0.534795623376261,0.682950744945497,-1.27112073966147,-1.43565296890451,-0.634235420863717,-0.813141446767298,-0.115442783593003,-0.26176535227578,-0.486691930494962,-0.131207396573508,-0.542712983404737,1.03255578250435,-0.905370680248053,1.51335384680931,-0.715206961893599,-0.297562050695636,-0.591469698204364,0.565144091353996,0.571111483705162,1.90383041859176,-1.77222089505665,-0.222096305487204,0.00251127552585892,0.828067004366618,2.80067913793603,1.76848972196631,0.542481264403684,1.02207503071657,-1.23975180937298,1.8822478523549,-1.20786783534867,-0.169044367628655,-0.0522986648543924,0.284657039874061,-1.2057621002055,0.0266205237288796,0.433021697923505,0.46204020856142,2.2833734812135,1.04095286516857,-0.846384838349166,-0.763116989462027,-1.19599005142568,0.20420888592651,-0.221354666003235,2.26182449665096,1.64861180094054,-0.348165311017312,3.28715005387917
"13",0.184710979209353,-0.351380074273156,-0.51661354639409,1.59781509920634,-0.105900175079188,-1.56463231073604,0.492107177353176,-0.727491575997309,-0.489905900997588,-0.622890335681314,-0.592379953093197,-0.366202417482251,-0.530432399398104,-0.927478181790846,0.886652051310425,0.52095806643959,0.0355361448368854,0.328117282251394,-0.385104130785501,-0.212461169045664,0.678280388761584,0.214094756952308,1.06226488657549,0.357282556287814,-0.73704220574292,-0.244847875287627,-0.102303392526034,1.98467528481812,-0.38929919472972,-0.633419258246162,-1.09612739744522,-0.5427959802233,-0.880477494925539,0.535535072498832,-1.20786783534867,-0.0410139978218416,-0.273280837203215,-0.373151321012249,-0.449140237681425,0.295883523878399,1.50486879487834,-0.480420472092428,0.540317284457498,-0.405684912510604,-0.501921879099322,0.588274447559265,-0.923611812916798,0.150459784427275,0.0152805292162886,-0.492049746466858,-0.560448233715807,-0.348165311017312,0.340150689660743
"14",3.11018334200989,-0.486893822071709,-0.533040720171971,0.470943237086447,0.285518971910374,0.682950744945497,-0.375287201178221,-1.48030473814755,-0.419927951971586,-0.406501478276272,-0.627965801954904,-0.298859416010163,-0.216566364926848,1.772792957682,-0.04363781202883,1.06148003500271,-0.51206043560762,1.83993605809616,-1.27810619255181,0.0169412075760023,0.4882702807358,0.672799220570514,0.00926175769440656,0.621735545729398,-1.52440243408993,0.504689952026335,-0.106117051323736,1.25263183970841,-0.582998068819481,0.605701158452433,-0.309595239757743,0.66871706050434,-0.273845666364483,0.0797025403069976,0.722399738194922,0.0832415207867364,-0.517322018840609,0.365796397164002,0.317493634365651,0.116374857112053,1.74251815121675,0.668921821387875,0.95044815428244,-1.24675338790547,1.84042624379962,1.15213491283288,0.438279379627618,0.573733958733765,0.135765115793262,-0.51011614332639,-0.429196951949205,3.35834420464097,1.44641874489333
"17",-0.489690366158065,-0.368588169231702,-0.41147963421565,-0.57704759468505,-0.468171087718463,0.604510096302212,-0.261530561370825,0.543125436497694,0.50071943990175,0.0750666963293832,-0.344906412686022,0.0598251862158058,-0.191776684658557,0.120543622004185,0.117337553058683,-0.102721128056319,-0.429721095774358,-0.743365927813345,0.79981722565476,1.02581832626698,-1.28063334398042,0.0284286645354151,0.226311872599224,-0.837777155492506,0.494244793233451,0.404835840124476,-0.0718115361115362,-0.443591219474865,-0.40140537436033,-0.356080191675019,0.411392571455772,-0.23991772004139,1.03208795281748,-0.958104860029128,0.722399738194922,-0.182413632289072,0.675981711843027,-0.764358936517323,-0.380486458095119,-0.24264247642064,-0.866774781641639,-0.710288930788488,-0.519187462590264,0.469026301900062,0.0492188557004283,-0.764288039234143,0.841211325559725,0.147772329352311,0.0551531262129849,-0.50572810006639,-0.358523184844111,-0.348165311017312,-0.814881591014721
"18",-0.585224659573177,2.44923738023028,0.815958790467639,-0.536480207648734,-0.0975721081219637,0.682950744945497,-0.389506781154145,-0.255906223640964,-0.999432842343164,0.447014746978751,0.674497965071899,0.565712593208448,0.245730441068183,0.00777622504287681,0.0360767764456694,0.00664870170310804,0.44643343293685,0.335456208347728,-0.210198899377479,-0.415963277339077,0.0343572448964298,-0.731398117036239,0.474369146776159,0.0794395420643782,0.359603267196416,-1.00323353530176,1.30345651662119,1.68941436815356,7.60077936147291,0.381794389110593,-0.342367412994722,0.441558365367908,-1.85921486345001,2.10514709372543,-1.20786783534867,0.270725796965755,0.468450628245873,-0.15871159103169,-1.25296157367108,-0.0631338096542935,-0.71157520199207,0.0482769829085113,1.4289341690782,1.37738025532652,-0.984170022049104,-1.80359471198665,-1.28239969950436,-1.4647007156248,0.0300160541933285,0.989977583010258,0.221001705417656,1.66795642367933,-0.35164590478659
"19",-0.515873839168133,-0.0179732344513175,-0.512671024687398,-0.160105005700691,0.0773172979797557,0.682950744945497,-0.00557812180418286,2.0479683964255,0.741268639678631,1.01681761673419,0.161432479501741,0.215894058940082,0.853589791117932,0.0215742380192327,-0.54013600317388,-1.51910561758544,2.54168983782013,-1.27176860674938,0.628607175191978,-0.954935527788904,2.9207012668119,-1.7829859009773,-1.02389678925252,-0.750741994410466,0.26106128074902,0.575472613627654,-0.100945103091237,-0.1982192163157,-0.359033745653195,-0.765727803766341,-0.145734373572854,-0.618515545268777,1.43698440243285,-1.93570796366067,0.722399738194922,-0.25555137425488,0.854689033829467,-0.633956398015632,-0.337577845853679,0.0266205237288796,-1.03894931531538,-0.52639416383164,-0.587542607561087,-0.843040519715937,-1.12195520574904,-0.0979607189004205,0.789553383773557,0.267364080188114,-0.194484002809809,-0.0811849146613659,-0.221214151611358,-0.348165311017312,-0.778100550359715
